idx,domain,context,skill,span,time
250,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,22.137
251,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""His"",""labels"":[""need context""]},{""start"":63,""end"":66,""text"":""his"",""labels"":[""need context""]}]",22.195
252,literary,Sentence-level,"['Idea Development', 'Modality and Attitude', 'Relational Address']",,33.261
253,literary,Local,"['Idea Development', 'Style Register', 'Relational Address']",,20.521
254,literary,Local,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,21.052
255,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""He"",""labels"":[""need context""]},{""start"":28,""end"":30,""text"":""he"",""labels"":[""need context""]}]",25.787
256,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,20.384
257,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,14.711
258,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":22,""end"":36,""text"":""this apartment"",""labels"":[""need context""]}]",17.895
259,literary,Global,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":72,""end"":81,""text"":""Paltricus"",""labels"":[""need context""]}]",28.676
260,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,20.383
261,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,26.92
262,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,31.48
263,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,18.828
264,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,21.588
265,news,Extended,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":74,""end"":78,""text"":""MEPs"",""labels"":[""need context""]}]",17.348
266,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":46,""end"":50,""text"":""PPWR"",""labels"":[""need context""]}]",16.6
267,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":34,""text"":""The 18 December ministerial summit"",""labels"":[""need context""]}]",68.419
268,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,18.858
269,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,22.508
270,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":7,""text"":""Belgium"",""labels"":[""need context""]}]",23.051
271,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,25.537
272,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,13.749
273,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,13.266
274,news,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,11.737
275,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,29.941
276,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,19.443
277,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,21.973
278,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]}]",51.417
279,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":40,""end"":44,""text"":""PPWR"",""labels"":[""need context""]}]",14.853
280,news,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,18.574
281,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":57,""end"":88,""text"":""RT Russia & Former Soviet Union"",""labels"":[""need context""]}]",45.973
282,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":11,""text"":""Authorities"",""labels"":[""need context""]}]",22.349
283,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,66.452
284,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,14.669
285,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,18.274
286,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,56.853
287,news,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,14.61
288,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,15.363
289,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,16.384
290,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,101.118
291,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,11.722
292,news,Extended,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":124,""end"":127,""text"":""MPs"",""labels"":[""need context""]}]",26.035
293,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,25.908
294,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":178,""end"":182,""text"":""Lviv"",""labels"":[""need context""]}]",45.167
295,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,21.789
296,news,Sentence-level,"['Information Density', 'Style Register', 'Modality and Attitude']",,54.206
297,news,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":6,""text"":""Moscow"",""labels"":[""need context""]}]",18.622
298,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,10.914
299,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,11.563
300,news,Universal,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":6,""text"":""Greggs"",""labels"":[""need context""]}]",21.922
301,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":13,""text"":""FTSE 250 firm"",""labels"":[""need context""]}]",32.91
302,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,48.423
303,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":35,""end"":37,""text"":""PA"",""labels"":[""need context""]}]",20.389
304,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Logical Connectivity']",,81.308
305,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":6,""text"":""Greggs"",""labels"":[""need context""]}]",92.375
306,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":9,""text"":""The group"",""labels"":[""need context""]}]",17.417
307,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,17.212
308,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,15.415
309,news,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":76,""end"":82,""text"":""Greggs"",""labels"":[""need context""]}]",18.213
310,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",15.15
311,news,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":208,""end"":214,""text"":""Greggs"",""labels"":[""need context""]}]",26.253
312,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,20.336
313,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":12,""text"":""The business"",""labels"":[""need context""]}]",10.013
314,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":59,""end"":65,""text"":""Greggs"",""labels"":[""need context""]}]",15.131
315,news,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,13.798
316,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":23,""end"":29,""text"":""Greggs"",""labels"":[""need context""]}]",16.187
317,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":11,""text"":""Longer-term"",""labels"":[""need context""]}]",36.76
318,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":8,""end"":14,""text"":""Greggs"",""labels"":[""need context""]}]",15.329
319,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":35,""end"":55,""text"":""volumes trend higher"",""labels"":[""need context""]}]",39.304
320,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,25.937
321,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,94.858
322,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,31.657
323,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,19.122
324,news,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":25,""end"":41,""text"":""Boeing 737 MAX 9"",""labels"":[""need context""]}]",37.787
325,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,16.295
326,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,17.564
327,news,Universal,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":19,""end"":21,""text"":""it"",""labels"":[""need context""]},{""start"":3,""end"":17,""text"":""Google Flights"",""labels"":[""need context""]}]",88.96
328,news,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":54,""end"":68,""text"":""Google Flights"",""labels"":[""need context""]},{""start"":105,""end"":117,""text"":""Expert Flyer"",""labels"":[""need context""]},{""start"":122,""end"":131,""text"":""Seat Guru"",""labels"":[""need context""]}]",46.044
329,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,37.527
330,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,12.102
331,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,11.039
332,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":28,""end"":31,""text"":""FAA"",""labels"":[""need context""]}]",11.246
333,news,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Participant Focus']",,29.206
334,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,30.111
335,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":4,""end"":16,""text"":""those models"",""labels"":[""need context""]}]",30.245
336,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']","[{""start"":41,""end"":65,""text"":""hull loss accident rates"",""labels"":[""need context""]}]",117.997
337,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,13.827
338,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":64,""end"":88,""text"":""the lowest rate, at 0.11"",""labels"":[""need context""]}]",33.185
339,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":63,""end"":77,""text"":""a rate of 1.48"",""labels"":[""need context""]}]",30.458
340,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,63.38
341,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":78,""end"":114,""text"":""Seattle-Tacoma International Airport"",""labels"":[""need context""]},{""start"":46,""end"":61,""text"":""Port of Seattle"",""labels"":[""need context""]}]",78.472
342,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,27.381
343,news,Universal,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":88,""end"":91,""text"":""FAA"",""labels"":[""need context""]}]",49.915
344,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,12.092
345,news,Universal,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":208,""end"":211,""text"":""FAA"",""labels"":[""need context""]}]",22.457
346,news,Universal,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":4,""end"":7,""text"":""FAA"",""labels"":[""need context""]}]",30.743
347,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":16,""end"":28,""text"":""all-in on AI"",""labels"":[""need context""]}]",20.432
348,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.258
349,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.829
350,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":16,""end"":41,""text"":""the eliminating craft bit"",""labels"":[""need context""]}]",26.287
351,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,11.03
352,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.697
353,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.782
354,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,12.384
355,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,18.717
356,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.151
357,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.686
358,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,22.012
359,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,4.861
360,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.035
361,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":132,""end"":151,""text"":""chiari malformation"",""labels"":[""need context""]}]",27.966
362,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,14.143
363,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":0,""end"":17,""text"":""Hospital playlist"",""labels"":[""need context""]}]",23.432
364,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.271
365,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.797
366,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.92
367,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.044
368,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,11.71
369,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.34
370,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,21.246
371,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,17.771
372,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.613
373,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":33,""end"":36,""text"":""ICU"",""labels"":[""need context""]}]",21.326
374,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":3,""text"":""ICU"",""labels"":[""need context""]}]",21.228
375,social,Universal,"['Terminology Control', 'Reference Consistency', 'Logical Connectivity']","[{""start"":61,""end"":75,""text"":""Grey’s Anatomy"",""labels"":[""need context""]}]",20.422
376,social,Extended,"['Terminology Control', 'Reference Consistency', 'Relational Address']","[{""start"":10,""end"":18,""text"":""McDreamy"",""labels"":[""need context""]},{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",35.445
377,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.695
378,social,Universal,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":43,""text"":""Hospital Playlist"",""labels"":[""need context""]},{""start"":133,""end"":139,""text"":""Grey’s"",""labels"":[""need context""]}]",13.95
379,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,10.049
380,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":53,""end"":70,""text"":""Hospital Playlist"",""labels"":[""need context""]}]",15.749
381,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,168.176
382,social,Local,"['Information Density', 'Modality and Attitude', 'Relational Address']","[{""start"":20,""end"":39,""text"":""golden age of media"",""labels"":[""need context""]},{""start"":0,""end"":2,""text"":""we"",""labels"":[""need context""]}]",47.455
383,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,34.351
384,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,22.274
385,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.531
386,social,Universal,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":5,""end"":15,""text"":""The Office"",""labels"":[""need context""]}]",19.649
387,social,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,19.36
388,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,87.789
389,social,Universal,"['Terminology Control', 'Style Register', 'Participant Focus']","[{""start"":65,""end"":75,""text"":""The Office"",""labels"":[""need context""]},{""start"":92,""end"":101,""text"":""Anchorman"",""labels"":[""need context""]}]",53.976
390,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":12,""end"":28,""text"":""these references"",""labels"":[""need context""]}]",15.59
391,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,20.561
392,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,18.804
393,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,212.463
394,social,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":109,""end"":111,""text"":""we"",""labels"":[""need context""]}]",42.849
395,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,10.07
396,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,24.459
397,social,Sentence-level,"['Information Density', 'Idea Development', 'Style Register']",,17.929
398,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.282
399,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,11.189
400,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":8,""end"":17,""text"":""Inclusion"",""labels"":[""need context""]}]",15.432
401,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']","[{""start"":16,""end"":25,""text"":""inclusion"",""labels"":[""need context""]}]",12.114
402,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":5,""end"":12,""text"":""default"",""labels"":[""need context""]}]",15.349
403,social,Sentence-level,"['Information Density', 'Idea Development', 'Style Register']",,37.05
404,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,16.309
405,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,11.756
406,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,33.338
407,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,16.991
408,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,24.398
409,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.612
410,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,13.489
411,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,27.988
412,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.979
413,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.909
414,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.389
415,social,Universal,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":7,""end"":9,""text"":""FB"",""labels"":[""need context""]},{""start"":23,""end"":27,""text"":""Meta"",""labels"":[""need context""]},{""start"":32,""end"":41,""text"":""Pinterest"",""labels"":[""need context""]},{""start"":88,""end"":96,""text"":""WhatsApp"",""labels"":[""need context""]}]",73.047
416,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":41,""end"":58,""text"":"" Google Analytics"",""labels"":[""need context""]}]",14.366
417,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":43,""end"":46,""text"":""CRM"",""labels"":[""need context""]},{""start"":58,""end"":62,""text"":""GDPR"",""labels"":[""need context""]}]",28.774
418,social,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":17,""end"":19,""text"":""MX"",""labels"":[""need context""]},{""start"":23,""end"":29,""text"":""Proton"",""labels"":[""need context""]},{""start"":48,""end"":51,""text"":""SPF"",""labels"":[""need context""]},{""start"":53,""end"":57,""text"":""DKIM"",""labels"":[""need context""]},{""start"":62,""end"":67,""text"":""DMARC"",""labels"":[""need context""]}]",48.342
419,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,17.421
420,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.546
421,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.811
422,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.953
423,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.904
424,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":107,""end"":122,""text"":""Google Analytic"",""labels"":[""need context""]},{""start"":165,""end"":171,""text"":""Signal"",""labels"":[""need context""]}]",28.162
425,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.244
426,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.901
427,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,13.831
428,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,20.398
429,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,56.691
430,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":6,""text"":""Signal"",""labels"":[""need context""]}]",13.022
431,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":99,""end"":104,""text"":""JITSI"",""labels"":[""need context""]},{""start"":85,""end"":92,""text"":""Element"",""labels"":[""need context""]}]",59.408
432,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":13,""end"":19,""text"":""Signal"",""labels"":[""need context""]}]",13.323
433,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":24,""end"":28,""text"":""E2EE"",""labels"":[""need context""]}]",12.42
434,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.5
435,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":20,""end"":24,""text"":""this"",""labels"":[""need context""]}]",8.238
436,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,18.374
437,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":24,""text"":""those"",""labels"":[""need context""]}]",9.199
438,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.336
439,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,109.919
440,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":107,""end"":124,""text"":""Too Hot to Handle"",""labels"":[""need context""]}]",47.815
441,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":45,""end"":54,""text"":""One Drive"",""labels"":[""need context""]}]",10.853
442,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.899
443,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,7.984
444,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.581
445,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.722
446,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.874
447,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,10.877
448,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.853
449,social,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,28.539
450,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,18.955
451,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,16.147
452,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,21.09
453,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.444
454,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.203
455,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.739
456,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,3.775
457,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,7.9
458,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.643
459,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.9
460,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.765
461,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.555
462,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,7.478
463,social,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,18.462
464,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,6.149
465,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,12.956
466,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']",,35.526
467,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":20,""end"":23,""text"":""css"",""labels"":[""need context""]}]",30.793
468,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.693
469,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.127
470,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":40,""end"":43,""text"":""css"",""labels"":[""need context""]}]",23.647
471,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":18,""end"":25,""text"":""library"",""labels"":[""need context""]}]",21.25
472,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,8.96
473,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":56,""end"":65,""text"":""libraries"",""labels"":[""need context""]},{""start"":22,""end"":29,""text"":""classes"",""labels"":[""need context""]}]",18.342
474,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']",,19.397
475,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,23.479
476,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":14,""end"":23,""text"":""Bootstrap"",""labels"":[""need context""]}]",11.427
477,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":45,""end"":53,""text"":""tailwind"",""labels"":[""need context""]},{""start"":8,""end"":17,""text"":""Bootstrap"",""labels"":[""need context""]}]",38.998
478,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,16.457
479,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,28.815
480,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,16.868
481,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,65.22
482,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.804
483,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.996
484,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":8,""end"":19,""text"":""messy stage"",""labels"":[""need context""]}]",14.176
485,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.073
486,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.352
487,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":13,""end"":34,""text"":""the little side niche"",""labels"":[""need context""]}]",23.541
488,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.942
489,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,30.648
