idx,domain,context,skill,span,time
230,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":17,""end"":20,""text"":""VFR"",""labels"":[""need context""]}]",14.635
231,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":15,""end"":23,""text"":""lovelies"",""labels"":[""need context""]}]",12.623
232,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":56,""end"":58,""text"":""it"",""labels"":[""need context""]},{""start"":42,""end"":44,""text"":""we"",""labels"":[""need context""]}]",27.984
233,social,Local,"['Information Density', 'Style Register', 'Relational Address']",,22.187
234,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,29.198
235,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":19,""end"":30,""text"":""FlightAware"",""labels"":[""need context""]}]",11.736
236,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":8,""text"":""Lovelies"",""labels"":[""need context""]},{""start"":20,""end"":28,""text"":""lovelies"",""labels"":[""need context""]}]",12.231
237,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,26.626
238,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":17,""end"":23,""text"":""Teagan"",""labels"":[""need context""]}]",15.951
239,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,16.124
240,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']",,30.845
241,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,65.598
242,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,35.819
243,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,29.697
244,literary,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,70.043
245,literary,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,65.296
246,literary,Sentence-level,"['Terminology Control', 'Participant Focus', 'Logical Connectivity']",,59.781
247,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,24.471
248,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,36.517
249,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,56.346
250,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,28.72
251,literary,Sentence-level,"['Logical Connectivity', 'Modality and Attitude', 'Relational Address']",,23.187
252,literary,Sentence-level,"['Logical Connectivity', 'Modality and Attitude', 'Relational Address']",,17.857
253,literary,Sentence-level,"['Idea Development', 'Modality and Attitude', 'Relational Address']",,18.329
254,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,29.96
255,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Relational Address']",,40.185
256,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,45.281
257,literary,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,21.624
258,literary,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,53.165
259,literary,Extended,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":72,""end"":81,""text"":""Paltricus"",""labels"":[""need context""]}]",29.449
260,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,33.818
261,news,Extended,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,26.921
262,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,28.231
263,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,27.221
264,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,29.07
265,news,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":74,""end"":78,""text"":""MEPs"",""labels"":[""need context""]}]",25.744
266,news,Local,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":46,""end"":50,""text"":""PPWR"",""labels"":[""need context""]}]",30.508
267,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,46.998
268,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,31.324
269,news,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":79,""end"":97,""text"":""18 December summit"",""labels"":[""need context""]}]",28.798
270,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,26.291
271,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":50,""end"":86,""text"":""Comité Européen des Entreprises Vins"",""labels"":[""need context""]}]",13.225
272,news,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,52.007
273,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,24.115
274,news,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,20.79
275,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.021999999999998
276,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,25.11
277,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,35.419
278,news,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]}]",21.362
279,news,Extended,"['Information Density', 'Style Register', 'Modality and Attitude']","[{""start"":40,""end"":44,""text"":""PPWR"",""labels"":[""need context""]}]",100.327
280,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":5,""end"":19,""text"":""other approach"",""labels"":[""need context""]},{""start"":25,""end"":36,""text"":""the brewers"",""labels"":[""need context""]}]",58.774
281,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":57,""end"":88,""text"":""RT Russia & Former Soviet Union"",""labels"":[""need context""]}]",31.323
282,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,44.312
283,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,63.407
284,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,39.935
285,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,23.563
286,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":25,""text"":""Kiev, Kharkov, and Odessa"",""labels"":[""need context""]}]",30.292
287,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,14.901
288,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":35,""end"":42,""text"":""hryvnia"",""labels"":[""need context""]}]",53.263
289,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,15.077
290,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,16.624
291,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,50.105
292,news,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":124,""end"":127,""text"":""MPs"",""labels"":[""need context""]}]",29.182
293,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,50.894
294,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,34.644999999999996
295,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,20.942
296,news,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,28.488
297,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,20.053
298,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":116,""end"":128,""text"":""the language"",""labels"":[""need context""]}]",50.517
299,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":44,""end"":85,""text"":""Kiev International Institute of Sociology"",""labels"":[""need context""]}]",22.296
300,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,14.814
301,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,28.427
302,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,22.299
303,news,Extended,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":35,""end"":37,""text"":""PA"",""labels"":[""need context""]}]",24.9
304,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,40.732
305,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,22.355
306,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":9,""text"":""The group"",""labels"":[""need context""]}]",20.5
307,news,Local,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,28.751
308,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""It "",""labels"":[""need context""]}]",50.717
309,news,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":76,""end"":82,""text"":""Greggs"",""labels"":[""need context""]}]",41.936
310,news,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",66.52
311,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":208,""end"":214,""text"":""Greggs"",""labels"":[""need context""]}]",34.119
312,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",47.649
313,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":12,""text"":""The business"",""labels"":[""need context""]}]",25.969
314,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":33,""end"":52,""text"":""Hargreaves Lansdown"",""labels"":[""need context""]}]",27.43
315,news,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":2,""text"":""He"",""labels"":[""need context""]}]",40.18
316,news,Universal,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']","[{""start"":23,""end"":29,""text"":""Greggs"",""labels"":[""need context""]},{""start"":0,""end"":6,""text"":""That's"",""labels"":[""need context""]}]",19.662
317,news,Sentence-level,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,33.169
318,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,33.46
319,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,22.919
320,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.733
321,news,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,32.582
322,news,Sentence-level,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,16.688
323,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,39.14
324,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,33.904
325,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,35.032
326,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,12.125
327,news,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":3,""end"":17,""text"":""Google Flights"",""labels"":[""need context""]}]",17.908
328,news,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":54,""end"":68,""text"":""Google Flights"",""labels"":[""need context""]},{""start"":105,""end"":117,""text"":""Expert Flyer"",""labels"":[""need context""]},{""start"":122,""end"":131,""text"":""Seat Guru"",""labels"":[""need context""]}]",56.193
329,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,32.434
330,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":4,""end"":40,""text"":""National Transportation Safety Board"",""labels"":[""need context""]}]",16.348
331,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":179,""end"":227,""text"":""Aviation Safety Information Analysis and Sharing"",""labels"":[""need context""]}]",41.509
332,news,Universal,"['Information Density', 'Terminology Control', 'Participant Focus']","[{""start"":48,""end"":121,""text"":""Boeing Worldwide Statistical Summary of Commercial Jet Airplane Accidents"",""labels"":[""need context""]}]",28.789
333,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,30.997
334,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,24.053
335,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":4,""end"":16,""text"":""those models"",""labels"":[""need context""]}]",44.596
336,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,32.189
337,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,18.761
338,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,26.385
339,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,9.715
340,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,45.142
341,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":78,""end"":114,""text"":""Seattle-Tacoma International Airport"",""labels"":[""need context""]}]",17.63
342,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,32.534
343,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":88,""end"":91,""text"":""FAA"",""labels"":[""need context""]}]",23.033
344,news,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,38.656
345,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":208,""end"":211,""text"":""FAA"",""labels"":[""need context""]}]",17.915
346,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":4,""end"":7,""text"":""FAA"",""labels"":[""need context""]}]",14.957
347,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":16,""end"":28,""text"":""all-in on AI"",""labels"":[""need context""]}]",20.757
348,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.937
349,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.588
350,social,Local,"['Information Density', 'Reference Consistency', 'Relational Address']","[{""start"":16,""end"":41,""text"":""the eliminating craft bit"",""labels"":[""need context""]}]",38.554
351,social,Sentence-level,"['Information Density', 'Idea Development', 'Style Register']",,18.569
352,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":32,""text"":""these people."",""labels"":[""need context""]}]",9.062
353,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":42,""text"":""their inner life"",""labels"":[""need context""]}]",15.723
354,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,40.125
355,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,48.968
356,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.982
357,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,77.156
358,social,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']",,22.697
359,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,16.15
360,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,13.134
361,social,Extended,"['Idea Development', 'Participant Focus', 'Modality and Attitude']","[{""start"":132,""end"":152,""text"":""chiari malformation)"",""labels"":[""need context""]}]",51.534
362,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,26.287
363,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":17,""text"":""Hospital playlist"",""labels"":[""need context""]}]",14.954
364,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":10,""text"":""My surgeon"",""labels"":[""need context""]}]",14.981
365,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Modality and Attitude']",,123.093
366,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.421
367,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,14.274
368,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,14.083
369,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":3,""end"":7,""text"":""they"",""labels"":[""need context""]}]",14.981
370,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":42,""end"":44,""text"":""OR"",""labels"":[""need context""]}]",17.947
371,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.733
372,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,27.748
373,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":33,""end"":36,""text"":""ICU"",""labels"":[""need context""]}]",9.185
374,social,Local,"['Information Density', 'Terminology Control', 'Style Register']","[{""start"":0,""end"":3,""text"":""ICU"",""labels"":[""need context""]}]",22.402
375,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":60,""end"":75,""text"":"" Grey’s Anatomy"",""labels"":[""need context""]}]",27.606
376,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":10,""end"":18,""text"":""McDreamy"",""labels"":[""need context""]}]",16.242
377,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":29,""end"":40,""text"":""the patient"",""labels"":[""need context""]}]",18.731
378,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":26,""end"":44,""text"":""Hospital Playlist "",""labels"":[""need context""]},{""start"":132,""end"":139,""text"":"" Grey’s"",""labels"":[""need context""]}]",16.59
379,social,Sentence-level,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,26.109
380,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":53,""end"":70,""text"":""Hospital Playlist"",""labels"":[""need context""]}]",20.695
381,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,20.699
382,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,21.269
383,social,Local,"['Terminology Control', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":32,""text"":""things"",""labels"":[""need context""]}]",18.797
384,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.431
385,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.442
386,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":5,""end"":15,""text"":""The Office"",""labels"":[""need context""]}]",13.56
387,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,19.909
388,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.272
389,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":64,""end"":75,""text"":"" The Office"",""labels"":[""need context""]},{""start"":92,""end"":101,""text"":""Anchorman"",""labels"":[""need context""]}]",24.264
390,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,21.488
391,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,10.46
392,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":55,""end"":57,""text"":""it"",""labels"":[""need context""]}]",11.692
393,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,14.33
394,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.693
395,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.821
396,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,11.604
397,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,23.915
398,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.63
399,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,16.177
400,social,Local,"['Information Density', 'Style Register', 'Relational Address']",,21.834999999999997
401,social,Local,"['Information Density', 'Style Register', 'Relational Address']","[{""start"":16,""end"":25,""text"":""inclusion"",""labels"":[""need context""]}]",21.684
402,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.695
403,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,20.391
404,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,10.645
405,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,11.708
406,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,18.81
407,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,20.356
408,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,40.48
409,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.647
410,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,21.144
411,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,25.864
412,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,11.541
413,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,3.019
414,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.188
415,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":7,""end"":9,""text"":""FB"",""labels"":[""need context""]},{""start"":23,""end"":27,""text"":""Meta"",""labels"":[""need context""]},{""start"":32,""end"":41,""text"":""Pinterest"",""labels"":[""need context""]},{""start"":88,""end"":96,""text"":""WhatsApp"",""labels"":[""need context""]}]",23.981
416,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":41,""end"":58,""text"":"" Google Analytics"",""labels"":[""need context""]}]",22.883
417,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":43,""end"":46,""text"":""CRM"",""labels"":[""need context""]},{""start"":58,""end"":62,""text"":""GDPR"",""labels"":[""need context""]}]",22.073
418,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":17,""end"":19,""text"":""MX"",""labels"":[""need context""]},{""start"":23,""end"":29,""text"":""Proton"",""labels"":[""need context""]},{""start"":48,""end"":51,""text"":""SPF"",""labels"":[""need context""]},{""start"":53,""end"":57,""text"":""DKIM"",""labels"":[""need context""]},{""start"":62,""end"":67,""text"":""DMARC"",""labels"":[""need context""]}]",20.527
419,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.536
420,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,32.906
421,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.696
422,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":33,""end"":37,""text"":""this"",""labels"":[""need context""]},{""start"":51,""end"":54,""text"":""you"",""labels"":[""need context""]}]",21.283
423,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.776
424,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":107,""end"":123,""text"":""Google Analytics"",""labels"":[""need context""]},{""start"":165,""end"":171,""text"":""Signal"",""labels"":[""need context""]}]",30.606
425,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.368
426,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":47,""end"":50,""text"":""you"",""labels"":[""need context""]}]",99.41
427,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,7.227
428,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,39.97
429,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,23.159
430,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,14.388
431,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":85,""end"":92,""text"":""Element"",""labels"":[""need context""]},{""start"":99,""end"":104,""text"":""JITSI"",""labels"":[""need context""]}]",15.544
432,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":13,""end"":19,""text"":""Signal"",""labels"":[""need context""]}]",15.75
433,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":24,""end"":28,""text"":""E2EE"",""labels"":[""need context""]}]",11.773
434,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.084
435,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,7.119
436,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,30.898
437,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":24,""text"":""those"",""labels"":[""need context""]}]",12.644
438,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":14,""end"":18,""text"":""will"",""labels"":[""need context""]}]",26.18
439,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":14,""end"":23,""text"":""Nextcloud"",""labels"":[""need context""]}]",13.342
440,social,Universal,"['Terminology Control', 'Logical Connectivity', 'Relational Address']","[{""start"":107,""end"":125,""text"":""Too Hot to Handle."",""labels"":[""need context""]}]",24.346000000000004
441,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":45,""end"":54,""text"":""One Drive"",""labels"":[""need context""]}]",13.623
442,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.628
443,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.029
444,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,40.265
445,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.832
446,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,6.195
447,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.894
448,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.759
449,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,4.977
450,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,26.389
451,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":21,""text"":""it"",""labels"":[""need context""]}]",15.956
452,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,19.367
453,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.21
454,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.164
455,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,6.82
456,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,4.368
457,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,18.783
458,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.438
459,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,17.072
460,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.175
461,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.537
462,social,Local,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,20.904
463,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,18.789
464,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.276
465,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,17.53
466,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":10,""end"":18,""text"":""tailwind"",""labels"":[""need context""]}]",12.1
467,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":20,""end"":23,""text"":""css"",""labels"":[""need context""]}]",8.726
468,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,22.976
