idx,domain,context,skill,span,time
241,literary,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,4.358
242,literary,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,32.086
243,literary,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,29.427
244,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,20.412
245,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,15.878
246,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,21.119
247,literary,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":60,""end"":77,""text"":"" this same stream"",""labels"":[""need context""]}]",19.233
248,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,32.393
249,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":16,""end"":18,""text"":""he"",""labels"":[""need context""]}]",13.975
250,literary,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,11.092
251,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""His"",""labels"":[""need context""]}]",15.245
252,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,14.359
253,literary,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,12.528
254,literary,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,17.402
255,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,7.968
256,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,27.493
257,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,12.298
258,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,180.071
259,literary,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,14.088
260,literary,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,111.499
261,news,Extended,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":46,""end"":62,""text"":""anti-waste rules"",""labels"":[""need context""]}]",28.232
262,news,Sentence-level,"['Information Density', 'Terminology Control', 'Logical Connectivity']",,14.286
263,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,17.962
264,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Reference Consistency']",,15.589
265,news,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":74,""end"":78,""text"":""MEPs"",""labels"":[""need context""]}]",17.914
266,news,Extended,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":42,""end"":50,""text"":""the PPWR"",""labels"":[""need context""]}]",21.571
267,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,11.465
268,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,11.242
269,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,42.962
270,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,13.465
271,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,10.997
272,news,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":8,""end"":16,""text"":""Euronews"",""labels"":[""need context""]},{""start"":0,""end"":2,""text"":""He"",""labels"":[""need context""]}]",22.059
273,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,11.983
274,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,13.27
275,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,19.86
276,news,Universal,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":30,""end"":38,""text"":""Euronews"",""labels"":[""need context""]}]",28.95
277,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,10.651
278,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]},{""start"":73,""end"":75,""text"":""he"",""labels"":[""need context""]}]",15.654
279,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":40,""end"":44,""text"":""PPWR"",""labels"":[""need context""]}]",9.601
280,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,15.195
281,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":57,""end"":88,""text"":""RT Russia & Former Soviet Union"",""labels"":[""need context""]}]",14.17
282,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,13.241
283,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,21.41
284,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,14.826
285,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,10.758
286,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,23.814
287,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,10.851
288,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Participant Focus']",,13.894
289,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,10.823
290,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,26.338
291,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,16.331
292,news,Extended,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":124,""end"":127,""text"":""MPs"",""labels"":[""need context""]}]",18.164
293,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,21.09
294,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":178,""end"":182,""text"":""Lviv"",""labels"":[""need context""]}]",28.382
295,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,10.075
296,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,20.726
297,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,14.51
298,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,11.786
299,news,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,49.429
300,news,Extended,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":6,""text"":""Greggs"",""labels"":[""need context""]}]",29.221
301,news,Universal,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":13,""text"":""FTSE 250 firm"",""labels"":[""need context""]}]",30.8
302,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,10.418
303,news,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":35,""end"":37,""text"":""PA"",""labels"":[""need context""]}]",21.846
304,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":9,""end"":12,""text"":""she"",""labels"":[""need context""]}]",70.653
305,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":6,""text"":""Greggs"",""labels"":[""need context""]}]",27.159
306,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,15.094
307,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":17,""text"":""The FTSE 250 firm"",""labels"":[""need context""]}]",18.919
308,news,Local,"['Information Density', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",16.609
309,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,26.149
310,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,19.692
311,news,Local,"['Information Density', 'Idea Development', 'Reference Consistency']","[{""start"":0,""end"":8,""text"":""The firm"",""labels"":[""need context""]}]",19.13
312,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",15.951
313,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":12,""text"":""The business"",""labels"":[""need context""]}]",20.861
314,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":59,""end"":65,""text"":""Greggs"",""labels"":[""need context""]},{""start"":33,""end"":52,""text"":""Hargreaves Lansdown"",""labels"":[""need context""]}]",20.968
315,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Logical Connectivity']",,15.339
316,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":23,""end"":29,""text"":""Greggs"",""labels"":[""need context""]},{""start"":0,""end"":6,""text"":""That's"",""labels"":[""need context""]}]",76.833
317,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,8.759
318,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":8,""end"":14,""text"":""Greggs"",""labels"":[""need context""]}]",11.917
319,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,11.262
320,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":7,""text"":""The job"",""labels"":[""need context""]}]",9.622
321,news,Sentence-level,"['Information Density', 'Style Register', 'Modality and Attitude']",,13.306
322,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,59.574
323,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,20.946
324,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,7.904
325,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":9,""text"":""The first"",""labels"":[""need context""]},{""start"":36,""end"":47,""text"":"" the second"",""labels"":[""need context""]}]",16.995
326,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,9.927
327,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":3,""end"":17,""text"":""Google Flights"",""labels"":[""need context""]},{""start"":19,""end"":23,""text"":""it's"",""labels"":[""need context""]},{""start"":87,""end"":91,""text"":""it's"",""labels"":[""need context""]}]",22.863
328,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":54,""end"":68,""text"":""Google Flights"",""labels"":[""need context""]},{""start"":105,""end"":117,""text"":""Expert Flyer"",""labels"":[""need context""]},{""start"":122,""end"":131,""text"":""Seat Guru"",""labels"":[""need context""]}]",30.5
329,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,8.364
330,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,14.547
331,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,15.783
332,news,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":28,""end"":31,""text"":""FAA"",""labels"":[""need context""]}]",8.514
333,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Participant Focus']",,19.407
334,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,15.128
335,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":4,""end"":16,""text"":""those models"",""labels"":[""need context""]}]",13.511
336,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,14.911
337,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,14.261
338,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":64,""end"":80,""text"":""the lowest rate,"",""labels"":[""need context""]}]",19.363999999999997
339,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":63,""end"":77,""text"":""a rate of 1.48"",""labels"":[""need context""]}]",13.845
340,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Logical Connectivity']",,12.434
341,news,Local,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,13.101
342,news,Sentence-level,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,14.323
343,news,Extended,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":88,""end"":91,""text"":""FAA"",""labels"":[""need context""]}]",18.033
344,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":31,""end"":49,""text"":""the administration"",""labels"":[""need context""]}]",20.547
345,news,Extended,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":208,""end"":211,""text"":""FAA"",""labels"":[""need context""]}]",11.874
346,news,Extended,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":4,""end"":7,""text"":""FAA"",""labels"":[""need context""]}]",16.505
347,social,Extended,"['Idea Development', 'Terminology Control', 'Reference Consistency']","[{""start"":0,""end"":22,""text"":""Jakob Nielsen’s all-in"",""labels"":[""need context""]}]",38.415
348,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.375
349,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.768
350,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":16,""end"":41,""text"":""the eliminating craft bit"",""labels"":[""need context""]}]",33.172
351,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,8.735
352,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.291
353,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":42,""text"":""their inner life"",""labels"":[""need context""]}]",13.555
354,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,35.215
355,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":7,""end"":14,""text"":""sharing"",""labels"":[""need context""]}]",22.244
356,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.737
357,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,11.72
358,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,13.962
359,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,41.034
360,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.951
361,social,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":132,""end"":152,""text"":""chiari malformation)"",""labels"":[""need context""]}]",23.96
362,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,7.825
363,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']",,12.789
364,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,5.157
365,social,Sentence-level,"['Terminology Control', 'Style Register', 'Reference Consistency']",,21.345
366,social,Local,"['Idea Development', 'Style Register', 'Logical Connectivity']",,11.34
367,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,6.695
368,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,4.516
369,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.789
370,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":42,""end"":44,""text"":""OR"",""labels"":[""need context""]}]",15.897
371,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.857
372,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,16.388
373,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":33,""end"":36,""text"":""ICU"",""labels"":[""need context""]}]",8.726
374,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":3,""text"":""ICU"",""labels"":[""need context""]}]",16.557
375,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":61,""end"":75,""text"":""Grey’s Anatomy"",""labels"":[""need context""]}]",8.181
376,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":10,""end"":18,""text"":""McDreamy"",""labels"":[""need context""]}]",14.07
377,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,8.764
378,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":43,""text"":""Hospital Playlist"",""labels"":[""need context""]},{""start"":133,""end"":139,""text"":""Grey’s"",""labels"":[""need context""]}]",16.181
379,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.776
380,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":53,""end"":70,""text"":""Hospital Playlist"",""labels"":[""need context""]}]",8.544
381,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,23.825
382,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,12.768
383,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":60,""end"":70,""text"":""the source"",""labels"":[""need context""]}]",21.13
384,social,Local,"['Style Register', 'Logical Connectivity', 'Relational Address']","[{""start"":55,""end"":86,""text"":"" those parasocial relationships"",""labels"":[""need context""]}]",17.437
385,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.305
386,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":5,""end"":15,""text"":""The Office"",""labels"":[""need context""]}]",14.958
387,social,Sentence-level,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,21.492
388,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":83,""end"":85,""text"":""it"",""labels"":[""need context""]}]",21.318
389,social,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":65,""end"":75,""text"":""The Office"",""labels"":[""need context""]},{""start"":92,""end"":101,""text"":""Anchorman"",""labels"":[""need context""]},{""start"":149,""end"":153,""text"":""meme"",""labels"":[""need context""]},{""start"":124,""end"":143,""text"":""one-line references"",""labels"":[""need context""]}]",37.379
390,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":12,""end"":28,""text"":""these references"",""labels"":[""need context""]}]",17.505
391,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,11.824
392,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":84,""end"":98,""text"":""oversaturation"",""labels"":[""need context""]},{""start"":55,""end"":57,""text"":""it"",""labels"":[""need context""]}]",34.729
393,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.102
394,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,16.519
395,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.896
396,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":40,""end"":55,""text"":""these positions"",""labels"":[""need context""]}]",10.012
397,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,12.492
398,social,Sentence-level,"['Terminology Control', 'Style Register', 'Logical Connectivity']",,19.228
399,social,Local,"['Style Register', 'Participant Focus', 'Modality and Attitude']",,19.103
400,social,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":8,""end"":17,""text"":""Inclusion"",""labels"":[""need context""]}]",13.325
401,social,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":16,""end"":25,""text"":""inclusion"",""labels"":[""need context""]}]",30.805
402,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":12,""text"":""what default"",""labels"":[""need context""]}]",27.214
403,social,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,13.414
404,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,7.564
405,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,11.564
406,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,19.077
407,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,24.954
408,social,Local,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,24.836
409,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,5.718
410,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":21,""end"":29,""text"":""Big Tech"",""labels"":[""need context""]}]",15.642
411,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']",,14.892
412,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,8.675
413,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,3.221
414,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.788
415,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":7,""end"":9,""text"":""FB"",""labels"":[""need context""]},{""start"":23,""end"":27,""text"":""Meta"",""labels"":[""need context""]},{""start"":32,""end"":41,""text"":""Pinterest"",""labels"":[""need context""]},{""start"":88,""end"":96,""text"":""WhatsApp"",""labels"":[""need context""]}]",12.214
416,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":42,""end"":58,""text"":""Google Analytics"",""labels"":[""need context""]}]",25.713
417,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":43,""end"":46,""text"":""CRM"",""labels"":[""need context""]},{""start"":58,""end"":62,""text"":""GDPR"",""labels"":[""need context""]}]",17.067
418,social,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":17,""end"":19,""text"":""MX"",""labels"":[""need context""]},{""start"":23,""end"":29,""text"":""Proton"",""labels"":[""need context""]},{""start"":48,""end"":51,""text"":""SPF"",""labels"":[""need context""]},{""start"":53,""end"":57,""text"":""DKIM"",""labels"":[""need context""]},{""start"":62,""end"":67,""text"":""DMARC"",""labels"":[""need context""]}]",11.594
419,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":66,""end"":72,""text"":""thread"",""labels"":[""need context""]}]",17.843
420,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.815
421,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,6.748
422,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.105
423,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.837
424,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":107,""end"":123,""text"":""Google Analytics"",""labels"":[""need context""]},{""start"":165,""end"":171,""text"":""Signal"",""labels"":[""need context""]}]",14.68
425,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.339
426,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.09
427,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.905
428,social,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,12.77
429,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,14.447
430,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":6,""text"":""Signal"",""labels"":[""need context""]}]",10.453
431,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":85,""end"":92,""text"":""Element"",""labels"":[""need context""]},{""start"":99,""end"":104,""text"":""JITSI"",""labels"":[""need context""]}]",28.748
432,social,Extended,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":13,""end"":19,""text"":""Signal"",""labels"":[""need context""]}]",11.413
433,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":24,""end"":28,""text"":""E2EE"",""labels"":[""need context""]}]",11.88
434,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.779
435,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,3.675
436,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.944
437,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":24,""text"":""those"",""labels"":[""need context""]}]",7.049
438,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.541
439,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":14,""end"":23,""text"":""Nextcloud"",""labels"":[""need context""]}]",21.44
440,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":107,""end"":124,""text"":""Too Hot to Handle"",""labels"":[""need context""]}]",17.217
441,social,Universal,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":45,""end"":54,""text"":""One Drive"",""labels"":[""need context""]}]",17.329
442,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.936
443,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.791
444,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.518
445,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.583
446,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.064
447,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.184
448,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.789
449,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":9,""end"":22,""text"":""the good shit"",""labels"":[""need context""]}]",7.103
450,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.121
451,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":21,""text"":""it"",""labels"":[""need context""]}]",9.738
452,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,13.84
453,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,12.168
454,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,6.807
455,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,6.394
456,social,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.978
457,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,2.602
458,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,21.574
459,social,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,37.905
460,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.063
461,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.574
462,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,11.985
463,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,24.561
464,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,4.037
465,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,13.16
466,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":10,""end"":18,""text"":""tailwind"",""labels"":[""need context""]}]",15.138
467,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":20,""end"":23,""text"":""css"",""labels"":[""need context""]}]",9.075
468,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.03
469,social,Extended,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":46,""end"":54,""text"":""tailwind"",""labels"":[""need context""]}]",21.676
470,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":40,""end"":43,""text"":""css"",""labels"":[""need context""]},{""start"":27,""end"":32,""text"":""class"",""labels"":[""need context""]}]",15.242
471,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":18,""end"":25,""text"":""library"",""labels"":[""need context""]},{""start"":30,""end"":32,""text"":""it"",""labels"":[""need context""]}]",13.197
